Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,MonetaryPerDay,AvgBasketValue,TenureRatio,PurchaseIntensity,RecencyScore,HighValueCustomer,LogMonetary,RecencySquared,FreqPerRecency,ValueScore,EngagementScore
-0.8071379876744575,-0.3199709393456844,-0.1456132736920728,-0.1596797758592807,-0.0321928643195857,0.0328692518040685,-0.0488151263470887,-0.1886428305342994,-0.1560928508793033,0.0275943040255635,-0.0544987871765672,1.6690330732062209,1.1954321151051628,-1.3676708574761034,0.663182766955845,1.2664726404673212,-0.4679294353718749,0.026966876562206,0.1680152192479075,0.1736468164137478,1.3354930170600472,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,0.0208497765964751,-0.3199709393456844,1.6063939357432713,-0.0098496114723,-0.1414169768752507,-0.0874863520158634,0.18040691420263436,-0.21412801616443497,-0.4835961615331813,-0.19171036481081744,5.1850542672553095,1,-0.15737134658517415,0.6514717311471728,-1.6590666844520305,0.04659201596445277,0.1081072231128731
1.3227065486125986,-0.3199709393456844,-0.2383533954270129,-0.0824809536209712,-0.0268880609756372,0.033398008427705,-0.0452110628218441,-0.2864022065495082,-0.1458687323924918,0.0275943040255635,-0.0566407866231073,-1.0060732790643483,-0.0027676340531007,0.2657802998305678,1.098703919264688,-1.0384218813719823,-0.4679294353718749,-0.3084177998740169,-0.6538756311943831,-0.6512579612281062,-0.9128982375412868,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,-0.3590037324230953,-0.3199709393456844,-0.9414411788520344,0.2434157658705875,-0.1342058019072175,-0.2160324751248863,-0.18020126662034325,-0.35050471989781173,-1.3147218757690498,0.31803939733222863,0.43053221707982053,0,-0.2722726043979582,1.7495526137426527,-0.13775779791761028,0.07626615983101467,-0.15456267286004588
0.6160758847042763,-0.3199709393456844,-0.1688111093626186,-0.0620228399707937,-0.0329515235738071,0.0360884465420909,-0.0525434679249278,-0.2259980392555581,-0.1085466856663094,0.0281298169180661,-0.0587827860696473,-0.149438098842874,0.3600675012553874,-0.2787034192716559,-0.2078595376618412,-1.3265336966018957,-0.4679294353718749,0.0674768234351205,-0.4255726171826357,-0.4252566522851325,-0.2883451112631384,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,-0.2620198577798007,-0.3199709393456844,-0.2909300857638713,1.8263243742636357,-0.1342058019072175,-0.2160324751248863,-0.2740102535317543,-0.2482410225236413,-4.122615915718028,2.1411603990098693,0.6187828241635996,1,-0.18489820473713392,0.37954949571415675,-0.19799252149860241,0.054014649234744125,-0.16213338758392978
-0.3990836606288065,0.2918608522656479,0.0580254522542249,-0.0071191062123608,-0.0291646891202737,0.0311585686099503,-0.0376301016135711,0.1221207143595756,-0.0021012048914749,0.024381226670548,0.0097611962196346,0.5794532387139946,0.3178773692427725,-0.8231871383738796,0.663182766955845,0.1140253795476693,0.2946627124466505,-0.0672187499173203,0.1451849178467327,0.1397466200723017,-0.4600972209896292,-0.0414572700747516,-0.1447468867565248,-0.0799860520914575,-0.1447468867565248,-0.1891801373087189,-0.0518881293859958,0.2918608522656479,-0.5280955884522641,-0.769645743500963,-0.1414169768752507,-0.0874863520158634,-0.14539671246574842,0.044916178203295395,-0.6887245319648398,0.5036831840191061,1.6641251609939791,1,0.05640439009780707,0.15926776818088842,0.4856929877644113,0.01693535794801774,-0.08634834166814669
-0.3990836606288065,-0.0140550435400182,-0.0369132301392948,-0.1135997909479937,-0.0290059459681398,0.0326826318192556,-0.0191748108032672,-0.0723383154376147,-0.1221005459654277,0.0275943040255635,-0.0030908004596057,0.9401417356493524,0.7144646101613528,-0.8231871383738796,-0.6433806899706843,-1.6146455118318084,-0.4679294353718749,-0.0965649091054898,0.3164121783555433,0.309247601779532,0.0738957019781876,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,0.0774237034717302,-0.0140550435400182,0.1481649020706389,-0.5796967104937972,-0.148628151843284,-0.2803055366793978,0.09249496729866957,-0.03743944314278062,-0.42449307960268445,-0.01494991979088178,1.6641251609939791,1,-0.03761176754559264,0.15926776818088842,-0.023389351593810174,0.0005188170568105005,0.1288427330046431
-0.3791785715046284,-0.4219429046142398,-0.2030621627766571,-0.1409290751569488,-0.0317872547310824,0.0326826318192556,-0.050940281046457,-0.2183150530646609,-0.1128562030442781,0.0275943040255635,-0.0416467904973268,-1.0060732790643483,-1.4541081752870535,1.899231457137239,1.098703919264688,0.6902490100074953,3.165597857175218,-0.3084177998740169,-0.311421110176762,-0.3122559978136457,1.0856717665487878,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,-0.241814883895781,-0.4219429046142398,0.7661504405043938,-0.0731659558080219,-0.1342058019072175,-0.2160324751248863,0.5355317468782078,-0.35128392056349683,0.37688961569207546,0.4193957969012438,1.6107691424627675,0,-0.22697859918941982,0.1437763890882906,-0.6796526106337283,0.08568063877923225,-0.3895079531675409
-0.4090362051908956,-0.2179989740771289,-0.1183611030436086,-0.0395585782826241,-0.0271269425615981,0.0338987720536196,-0.029054915984541,-0.1282386632403493,-0.0439411102019489,0.0281298169180661,-0.0352207921577066,0.8574839551016662,0.613208293331077,-1.3676708574761034,-0.6433806899706843,0.6902490100074953,-0.4679294353718749,0.2616890454781749,-0.2657605073744125,-0.2670557360250509,-0.2467082361779285,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,-0.2135279204581534,-0.2179989740771289,-0.3361044672283271,-0.4024109463537761,-0.1342058019072175,-0.023213290461352,0.2893658349592059,-0.1513567106947537,-0.47701907745014177,-0.25423096581589355,1.6921510400193367,1,-0.12597272068973372,0.16731061715696846,-0.3688871907077621,0.025802599034144013,-0.3613214926764305
2.0293372125209213,-0.4219429046142398,-0.2405900434566194,0.3375988462568148,-0.0350613261534866,0.056218522237242,-0.0398298231444962,-0.2739504703090887,0.5255825341720679,0.0656157193932471,-0.0287947938180864,-1.0060732790643483,0.587894214123508,-0.2787034192716559,0.663182766955845,-1.6146455118318084,-0.4679294353718749,-0.3084177998740169,-0.6881210832961452,-0.6851581575695523,-0.9753535501691016,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,-0.3751677115303111,-0.4219429046142398,-1.0227550654880548,-0.0731659558080219,-0.1558393268113172,-0.0874863520158634,-0.11855597087176514,-0.41620463683793074,-2.017086880995599,0.4193957969012438,0.3301052110893362,0,-0.2752135202045685,4.118209522122183,-0.13928555159533126,0.10151526175735216,-0.12384481660861653
-0.8768057996090809,-0.2179989740771289,-0.1272617276452781,-0.1737936417837836,-0.0330214969785652,0.0263220006702161,-0.0531959277010497,-0.1934115805838218,-0.1713486409568868,0.0249167395630506,-0.0539632873149322,-0.6829565005597572,-1.5131743601047147,1.899231457137239,1.5342250715735313,0.6902490100074953,1.5269482938696664,-0.2829069459375242,0.8186788091813875,0.8064504814540742,1.7310433303695412,-0.0414572700747516,-0.1447468867565248,-0.0799860520914575,-0.1447468867565248,-0.2439350800891016,0.2390634945438879,-0.2179989740771289,1.6877078223792918,-1.6560745642010697,-0.119783451971151,-0.1517594135703749,0.14514243370882932,-0.16273856865480626,1.2838384273236187,0.3191989151555846,8.117265235106895,1,-0.13611957066422095,0.7687884102281197,-1.7695554935652478,0.02774292606595362,1.9405417932442683
-0.3095107595700051,-0.4219429046142398,-0.1850350160624007,-0.0270289626917439,-0.0295233992499939,0.0368100438167008,-0.0415448602703023,-0.2548754701109992,-0.1200233969159298,0.0281298169180661,-0.0416467904973268,-1.0060732790643483,-1.395041990469393,-1.3676708574761034,-1.9499441468972136,0.6902490100074953,-0.4679294353718749,-0.3084177998740169,-0.4826483706855725,-0.481756979520876,0.1488420771315653,-0.0414572700747516,-0.2742709049212042,-0.0799860520914575,-0.2742709049212042,-0.3055343907170329,-0.3024298055478401,-0.4219429046142398,-0.0469884258558101,0.091456539464855,-0.148628151843284,-0.1517594135703749,0.597830641879671,-0.32009816597600893,0.30764236165565517,0.4193957969012438,1.4482484902693928,0,-0.20461013115801782,0.09579691028960152,-0.6110781745874552,0.07807421213271186,-0.4379935092971255
